codice_belfiore,denominazione_comune,anno,mese,titolo,categoria,totale_accertato,totale_incassato
015146,Milano,2016,1,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,"Proventi da convitti, colonie, ostelli, stabilimenti termali",6750.0,0.0
015146,Milano,2016,1,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Proventi da mense,13013.8,0.0
015146,Milano,2016,1,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Altri proventi dei servizi pubblici,37208083.8,0.0
015146,Milano,2016,1,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Fitti attivi da terreni e giacimenti,5142.53,0.0
015146,Milano,2016,1,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Fitti attivi da fabbricati,3894858.46,0.0
015146,Milano,2016,1,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Altri proventi da altri beni materiali,43890.0,0.0
015146,Milano,2016,1,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Recuperi vari,2277.18,0.0
015146,Milano,2016,1,TITOLO 6°: ENTRATE DA SERVIZI PER CONTO DI TERZI,Rimborso  spese per servizi per conto di terzi,8559246.99,0.0
015146,Milano,2016,1,TITOLO 1°: ENTRATE TRIBUTARIE,ICI - IMU riscossa attraverso altre forme,5684211.01,0.0
015146,Milano,2016,1,TITOLO 1°: ENTRATE TRIBUTARIE,Altre imposte,1665.06,0.0
015146,Milano,2016,1,TITOLO 1°: ENTRATE TRIBUTARIE,TARI riscossa attraverso altre forme,14057656.02,0.0
015146,Milano,2016,1,TITOLO 1°: ENTRATE TRIBUTARIE,Tassa occupazione spazi e aree pubbliche riscossa mediante ruoli,306.38,0.0
015146,Milano,2016,1,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Diritti di istruttoria,49503.8,0.0
015146,Milano,2016,1,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Altri diritti,95730.36,0.0
015146,Milano,2016,1,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,"Sanzioni amministrative, ammende, oblazioni",7397977.39,0.0
015146,Milano,2016,1,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Altri proventi da beni immateriali,43000.0,0.0
015146,Milano,2016,1,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Interessi da altri soggetti per depositi,49185.82,0.0
015146,Milano,2016,1,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Canoni da imprese e da soggetti privati,696.07,0.0
015146,Milano,2016,1,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Proventi diversi da famiglie,1983822.49,0.0
015146,Milano,2016,1,"TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI",Altri trasferimenti di capitale con vincolo di destinazione,68984.06,0.0
015146,Milano,2016,1,"TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI",Trasferimenti di capitali da altri,33184.0,0.0
015146,Milano,2016,1,TITOLO 5°: ENTRATE DERIVANTI DA ACCENSIONE DI PRESTITI,Mutui e prestiti da altri - in euro,139687.77,0.0
015146,Milano,2016,1,TITOLO 6°: ENTRATE DA SERVIZI PER CONTO DI TERZI,Ritenute previdenziali e assistenziali al personale,3356762.78,0.0
015146,Milano,2016,2,TITOLO 1°: ENTRATE TRIBUTARIE,Imposta di soggiorno,5634973.38,0.0
015146,Milano,2016,2,TITOLO 1°: ENTRATE TRIBUTARIE,Tassa smaltimento rifiuti solidi urbani - TARES riscossa mediante ruoli,779269.1,0.0
015146,Milano,2016,2,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Proventi da asili nido,2084543.06,0.0
015146,Milano,2016,2,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,"Proventi da convitti, colonie, ostelli, stabilimenti termali",219500.3,0.0
015146,Milano,2016,2,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Proventi da mense,182190.78,0.0
015146,Milano,2016,2,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Altri proventi dei servizi pubblici,76853802.46,0.0
015146,Milano,2016,2,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Fitti attivi da terreni e giacimenti,27255.71,0.0
015146,Milano,2016,2,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Fitti attivi da fabbricati,11766979.52,0.0
015146,Milano,2016,2,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Altri proventi da altri beni materiali,50807.0,0.0
015146,Milano,2016,2,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Recuperi vari,321981.3,0.0
015146,Milano,2016,2,"TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI",Trasferimenti di capitale da famiglie,1430875.64,0.0
015146,Milano,2016,2,TITOLO 5°: ENTRATE DERIVANTI DA ACCENSIONE DI PRESTITI,Mutui e prestiti da altri - in euro,139687.77,0.0
015146,Milano,2016,2,TITOLO 6°: ENTRATE DA SERVIZI PER CONTO DI TERZI,Ritenute previdenziali e assistenziali al personale,6725897.91,0.0
015146,Milano,2016,2,TITOLO 1°: ENTRATE TRIBUTARIE,TASI riscossa attraverso altre forme,1847226.67,0.0
015146,Milano,2016,2,TITOLO 1°: ENTRATE TRIBUTARIE,Addizionale sul consumo di energia elettrica,7.66,0.0
015146,Milano,2016,2,TITOLO 1°: ENTRATE TRIBUTARIE,Imposta sulla pubblicità riscossa attraverso altre forme,4067840.99,0.0
015146,Milano,2016,2,TITOLO 1°: ENTRATE TRIBUTARIE,Diritti sulle pubbliche affissioni,292503.97,0.0
015146,Milano,2016,2,TITOLO 2°: ENTRATE DERIVANTI DA CONTRIBUTI E TRASFERIMENTI CORRENTI,Contributo per gli interventi dei comuni e delle province ex sviluppo investimenti,9849579.15,0.0
015146,Milano,2016,2,TITOLO 2°: ENTRATE DERIVANTI DA CONTRIBUTI E TRASFERIMENTI CORRENTI,Trasferimenti correnti dalla Regione/Provincia autonoma per funzioni in materia di viabilità e trasporti,29624.9,0.0
015146,Milano,2016,2,TITOLO 2°: ENTRATE DERIVANTI DA CONTRIBUTI E TRASFERIMENTI CORRENTI,Trasferimenti correnti da comuni,845524.55,0.0
015146,Milano,2016,2,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Diritti di istruttoria,82040.46,0.0
015146,Milano,2016,2,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Altri diritti,186596.71,0.0
015146,Milano,2016,2,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,"Sanzioni amministrative, ammende, oblazioni",24608934.93,0.0
015146,Milano,2016,2,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Altri proventi da beni immateriali,54448.22,0.0
015146,Milano,2016,2,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Interessi da Cassa Depositi e Prestiti,79521.37,0.0
015146,Milano,2016,2,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Interessi da altri soggetti per depositi,105267.96,0.0
015146,Milano,2016,2,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Canoni da imprese e da soggetti privati,864.82,0.0
015146,Milano,2016,2,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Proventi diversi da famiglie,5782083.93,0.0
015146,Milano,2016,2,"TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI",Proventi da aree cimiteriali in diritto di superficie,137787.66,0.0
015146,Milano,2016,2,"TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI",Alienazione di potenziali edificatori e di diritti di superficie,907007.11,0.0
015146,Milano,2016,2,"TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI",Altri trasferimenti di capitale dallo Stato con vincolo di destinazione,65751729.08,0.0
015146,Milano,2016,2,"TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI",Proventi per concessioni edilizie,4930178.31,0.0
015146,Milano,2016,2,"TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI",Altri trasferimenti di capitale da imprese,3156659.73,0.0
015146,Milano,2016,2,"TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI",Prelievi da conti bancari di deposito,15127158.14,0.0
015146,Milano,2016,2,TITOLO 6°: ENTRATE DA SERVIZI PER CONTO DI TERZI,Rimborso  spese per servizi per conto di terzi,22665196.58,0.0
015146,Milano,2016,2,TITOLO 1°: ENTRATE TRIBUTARIE,ICI - IMU riscossa attraverso  ruoli,77696.86,0.0
015146,Milano,2016,2,TITOLO 1°: ENTRATE TRIBUTARIE,Addizionale IRPEF,12704890.86,0.0
015146,Milano,2016,2,TITOLO 1°: ENTRATE TRIBUTARIE,Imposta sulla pubblicità riscossa attraverso i ruoli,8957.75,0.0
015146,Milano,2016,2,TITOLO 1°: ENTRATE TRIBUTARIE,Tassa smaltimento rifiuti solidi urbani  - TARES riscossa attraverso altre forme,8886340.88,0.0
015146,Milano,2016,2,TITOLO 2°: ENTRATE DERIVANTI DA CONTRIBUTI E TRASFERIMENTI CORRENTI,Altri trasferimenti correnti dallo Stato,5628790.6,0.0
015146,Milano,2016,2,TITOLO 2°: ENTRATE DERIVANTI DA CONTRIBUTI E TRASFERIMENTI CORRENTI,Altri trasferimenti correnti dalla Regione,45209991.21,0.0
015146,Milano,2016,2,TITOLO 2°: ENTRATE DERIVANTI DA CONTRIBUTI E TRASFERIMENTI CORRENTI,Trasferimenti correnti da Unione europea,139948.51,0.0
015146,Milano,2016,2,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Diritti di segreteria e rogito,272687.62,0.0
015146,Milano,2016,2,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Proventi da trasporto scolastico,39767.8,0.0
015146,Milano,2016,2,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Proventi da strutture residenziali per anziani,4458773.13,0.0
015146,Milano,2016,2,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Canoni per concessioni spazi e aree pubbliche,8514781.05,0.0
015146,Milano,2016,2,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Canoni per concessioni cimiteriali,905551.83,0.0
015146,Milano,2016,2,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Interessi da altri soggetti per finanziamenti a breve termine,5458.15,0.0
015146,Milano,2016,2,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Interessi da altri soggetti per finanziamenti a medio-lungo termine,4590142.34,0.0
015146,Milano,2016,2,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Proventi diversi da enti del settore pubblico,5965844.72,0.0
015146,Milano,2016,2,TITOLO 5°: ENTRATE DERIVANTI DA ACCENSIONE DI PRESTITI,Mutui da Cassa depositi e prestiti - gestione CDP spa,14990035.81,0.0
015146,Milano,2016,2,TITOLO 6°: ENTRATE DA SERVIZI PER CONTO DI TERZI,Depositi cauzionali,869.78,0.0
015146,Milano,2016,2,TITOLO 1°: ENTRATE TRIBUTARIE,ICI - IMU riscossa attraverso altre forme,8005191.44,0.0
015146,Milano,2016,2,TITOLO 1°: ENTRATE TRIBUTARIE,Altre imposte,2376.32,0.0
015146,Milano,2016,2,TITOLO 1°: ENTRATE TRIBUTARIE,TARI riscossa attraverso altre forme,16586654.65,0.0
015146,Milano,2016,2,TITOLO 1°: ENTRATE TRIBUTARIE,Tassa occupazione spazi e aree pubbliche riscossa mediante ruoli,1330.63,0.0
015146,Milano,2016,2,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Proventi da impianti sportivi,428781.71,0.0
015146,Milano,2016,2,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,"Proventi da teatri, musei, spettacoli, mostre",320955.99,0.0
015146,Milano,2016,2,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,"Proventi da trasporti funebri, pompe funebri, illuminazione votiva",935542.42,0.0
015146,Milano,2016,2,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Altri proventi da terreni e giacimenti,6672.33,0.0
015146,Milano,2016,2,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Altri proventi da edifici,1296484.11,0.0
015146,Milano,2016,2,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Interessi da altri soggetti per anticipazioni,0.33,0.0
015146,Milano,2016,2,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Interessi moratori da imprese,21124.69,0.0
015146,Milano,2016,2,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,"Interessi attivi su prestiti a famiglie, inclusi gli interessi di mora",12645.95,0.0
015146,Milano,2016,2,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Rimborsi spese per personale comandato,379304.27,0.0
015146,Milano,2016,2,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Proventi da imprese e da soggetti privati,19661350.97,0.0
015146,Milano,2016,2,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Proventi diversi da istituzioni sociali private,30483.56,0.0
015146,Milano,2016,2,"TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI",Altri trasferimenti di capitale con vincolo di destinazione,395580.33,0.0
015146,Milano,2016,2,"TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI",Trasferimenti di capitali da altri,33184.0,0.0
015146,Milano,2016,2,TITOLO 6°: ENTRATE DA SERVIZI PER CONTO DI TERZI,Ritenute erariali,11549381.02,0.0
015146,Milano,2016,2,TITOLO 6°: ENTRATE DA SERVIZI PER CONTO DI TERZI,Altre ritenute al personale per conto di terzi,2153885.18,0.0
015146,Milano,2016,2,TITOLO 6°: ENTRATE DA SERVIZI PER CONTO DI TERZI,Rimborso di anticipazione di fondi per il servizio economato,398.87,0.0
015146,Milano,2016,2,ALTRI INCASSI DA REGOLARIZZARE (riscossioni codificate dal tesoriere),ALTRI INCASSI DA REGOLARIZZARE (riscossioni codificate dal tesoriere),0.0,0.0
015146,Milano,2016,3,TITOLO 1°: ENTRATE TRIBUTARIE,ICI - IMU riscossa attraverso altre forme,51320206.22,0.0
015146,Milano,2016,3,TITOLO 1°: ENTRATE TRIBUTARIE,Altre imposte,4346.27,0.0
015146,Milano,2016,3,TITOLO 1°: ENTRATE TRIBUTARIE,TARI riscossa attraverso altre forme,17826281.18,0.0
015146,Milano,2016,3,TITOLO 1°: ENTRATE TRIBUTARIE,Tassa occupazione spazi e aree pubbliche riscossa mediante ruoli,2911.45,0.0
015146,Milano,2016,3,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Diritti di segreteria e rogito,366753.16,0.0
015146,Milano,2016,3,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Proventi da trasporto scolastico,58357.1,0.0
015146,Milano,2016,3,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Proventi da strutture residenziali per anziani,6751607.02,0.0
015146,Milano,2016,3,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Canoni per concessioni spazi e aree pubbliche,11781654.77,0.0
015146,Milano,2016,3,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Canoni per concessioni cimiteriali,1196267.57,0.0
015146,Milano,2016,3,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Interessi da altri soggetti per finanziamenti a breve termine,5458.15,0.0
015146,Milano,2016,3,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Interessi da altri soggetti per finanziamenti a medio-lungo termine,5250939.84,0.0
015146,Milano,2016,3,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Proventi diversi da enti del settore pubblico,6082738.29,0.0
015146,Milano,2016,3,"TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI",Altri trasferimenti di capitale con vincolo di destinazione,726994.65,0.0
015146,Milano,2016,3,"TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI",Trasferimenti di capitali da altri,138509.67,0.0
015146,Milano,2016,3,TITOLO 5°: ENTRATE DERIVANTI DA ACCENSIONE DI PRESTITI,Mutui da Cassa depositi e prestiti - gestione CDP spa,19915347.04,0.0
015146,Milano,2016,3,TITOLO 6°: ENTRATE DA SERVIZI PER CONTO DI TERZI,Ritenute erariali,22668814.52,0.0
015146,Milano,2016,3,TITOLO 6°: ENTRATE DA SERVIZI PER CONTO DI TERZI,Altre ritenute al personale per conto di terzi,3225195.22,0.0
015146,Milano,2016,3,TITOLO 6°: ENTRATE DA SERVIZI PER CONTO DI TERZI,Rimborso di anticipazione di fondi per il servizio economato,177587.1,0.0
015146,Milano,2016,3,TITOLO 1°: ENTRATE TRIBUTARIE,ICI - IMU riscossa attraverso  ruoli,147858.33,0.0
015146,Milano,2016,3,TITOLO 1°: ENTRATE TRIBUTARIE,Addizionale IRPEF,22810028.21,0.0
015146,Milano,2016,3,TITOLO 1°: ENTRATE TRIBUTARIE,Imposta sulla pubblicità riscossa attraverso i ruoli,15690.74,0.0
015146,Milano,2016,3,TITOLO 1°: ENTRATE TRIBUTARIE,Tassa smaltimento rifiuti solidi urbani  - TARES riscossa attraverso altre forme,10902959.09,0.0
015146,Milano,2016,3,TITOLO 2°: ENTRATE DERIVANTI DA CONTRIBUTI E TRASFERIMENTI CORRENTI,Altri trasferimenti correnti dallo Stato,10001657.1,0.0
015146,Milano,2016,3,TITOLO 2°: ENTRATE DERIVANTI DA CONTRIBUTI E TRASFERIMENTI CORRENTI,Altri trasferimenti correnti dalla Regione,67499733.17,0.0
015146,Milano,2016,3,TITOLO 2°: ENTRATE DERIVANTI DA CONTRIBUTI E TRASFERIMENTI CORRENTI,Trasferimenti correnti da Unione europea,246259.1,0.0
015146,Milano,2016,3,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Proventi da impianti sportivi,852127.74,0.0
015146,Milano,2016,3,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,"Proventi da teatri, musei, spettacoli, mostre",484852.14,0.0
015146,Milano,2016,3,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,"Proventi da trasporti funebri, pompe funebri, illuminazione votiva",1291487.74,0.0
015146,Milano,2016,3,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Altri proventi da terreni e giacimenti,6672.33,0.0
015146,Milano,2016,3,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Altri proventi da edifici,2053059.88,0.0
015146,Milano,2016,3,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Interessi da altri soggetti per anticipazioni,135.13,0.0
015146,Milano,2016,3,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Interessi moratori da imprese,42750.98,0.0
015146,Milano,2016,3,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,"Interessi attivi su prestiti a famiglie, inclusi gli interessi di mora",27239.74,0.0
015146,Milano,2016,3,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Rimborsi spese per personale comandato,2611763.06,0.0
015146,Milano,2016,3,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Proventi da imprese e da soggetti privati,26840485.18,0.0
015146,Milano,2016,3,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Proventi diversi da istituzioni sociali private,72687.89,0.0
015146,Milano,2016,3,TITOLO 6°: ENTRATE DA SERVIZI PER CONTO DI TERZI,Depositi cauzionali,869.78,0.0
015146,Milano,2016,3,TITOLO 1°: ENTRATE TRIBUTARIE,TASI riscossa attraverso altre forme,2071617.13,0.0
015146,Milano,2016,3,TITOLO 1°: ENTRATE TRIBUTARIE,Addizionale sul consumo di energia elettrica,5965.76,0.0
015146,Milano,2016,3,TITOLO 1°: ENTRATE TRIBUTARIE,Imposta sulla pubblicità riscossa attraverso altre forme,7476902.65,0.0
015146,Milano,2016,3,TITOLO 1°: ENTRATE TRIBUTARIE,Diritti sulle pubbliche affissioni,469783.81,0.0
015146,Milano,2016,3,TITOLO 2°: ENTRATE DERIVANTI DA CONTRIBUTI E TRASFERIMENTI CORRENTI,Contributo per gli interventi dei comuni e delle province ex sviluppo investimenti,9849579.15,0.0
015146,Milano,2016,3,TITOLO 2°: ENTRATE DERIVANTI DA CONTRIBUTI E TRASFERIMENTI CORRENTI,Trasferimenti correnti dalla Regione/Provincia autonoma per funzioni in materia di viabilità e trasporti,88874.7,0.0
015146,Milano,2016,3,TITOLO 2°: ENTRATE DERIVANTI DA CONTRIBUTI E TRASFERIMENTI CORRENTI,Trasferimenti correnti da comuni,845524.55,0.0
015146,Milano,2016,3,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Proventi da asili nido,2838876.94,0.0
